query_length,avg_word_length,lexical_diversity,noun_ratio,verb_ratio,adjective_ratio,entity_count,idf_mean,idf_max,rare_term_ratio,embedding_norm,embedding_mean,embedding_std,query_entropy,bm25_weight,dense_weight
3,7.667,1.0,0.333,0.333,0.0,0,3.947,5.472,0.667,1.0,0.000318,0.05103,1.585,0.5,0.5
3,9.0,1.0,0.0,0.667,0.0,0,4.178,5.472,0.667,1.0,0.000764,0.051025,1.585,0.5,0.5
3,7.333,1.0,0.667,0.333,0.0,0,3.947,5.472,0.667,1.0,0.000452,0.051029,1.585,0.5,0.5
2,8.0,1.0,0.0,0.5,0.0,0,3.531,5.472,0.5,1.0,0.000677,0.051027,1.0,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,3.184,4.778,0.5,1.0,0.000572,0.051028,1.0,0.0,1.0
3,6.667,1.0,0.667,0.333,0.0,0,2.948,3.862,0.667,1.0,0.0012,0.051017,1.585,0.5,0.5
3,9.0,1.0,0.667,0.333,0.0,0,3.275,4.373,0.667,1.0,0.000668,0.051027,1.585,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,3.254,5.472,0.333,1.0,0.001252,0.051016,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.145,2.699,0.5,1.0,0.001175,0.051018,1.0,0.5,0.5
3,7.667,1.0,0.667,0.333,0.0,0,3.676,5.066,0.667,1.0,0.000214,0.051031,1.585,0.5,0.5
3,6.667,1.0,0.333,0.333,0.0,0,3.31,5.066,0.333,1.0,0.00091,0.051023,1.585,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,2.432,3.274,0.5,1.0,0.000656,0.051027,1.0,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,2.631,3.274,0.667,1.0,0.000688,0.051026,1.585,0.5,0.5
3,6.0,1.0,0.333,0.333,0.0,0,3.14,4.555,0.667,1.0,0.000711,0.051026,1.585,0.5,0.5
3,6.0,0.667,0.667,0.333,0.0,0,2.713,3.274,0.667,1.0,0.000572,0.051028,0.918,0.5,0.5
3,6.0,1.0,0.333,0.333,0.0,0,3.14,4.555,0.667,1.0,0.000711,0.051026,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,3.31,5.066,0.333,1.0,0.000697,0.051026,1.585,0.5,0.5
3,6.0,0.667,1.0,0.0,0.0,0,2.152,3.274,0.333,1.0,0.000128,0.051031,0.918,1.0,0.0
2,6.0,1.0,1.0,0.0,0.0,0,2.432,3.274,0.5,1.0,0.000656,0.051027,1.0,1.0,0.0
2,6.0,1.0,1.0,0.0,0.0,0,2.432,3.274,0.5,1.0,0.000801,0.051025,1.0,1.0,0.0
2,4.0,1.0,1.0,0.0,0.0,0,3.328,5.066,0.5,1.0,0.001021,0.051021,1.0,0.5,0.5
3,4.333,1.0,0.667,0.0,0.0,0,3.907,5.066,0.667,1.0,0.001168,0.051018,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,3.118,5.066,0.333,1.0,0.000751,0.051026,1.585,0.5,0.5
3,5.0,1.0,0.667,0.333,0.0,0,3.118,5.066,0.333,1.0,0.001519,0.051008,1.585,0.5,0.5
1,6.0,1.0,1.0,0.0,0.0,0,1.59,1.59,0.0,1.0,0.000727,0.051026,0.0,0.5,0.5
2,7.0,1.0,0.5,0.0,0.5,0,3.073,4.555,0.5,1.0,0.000508,0.051029,1.0,0.5,0.5
3,7.0,1.0,0.667,0.0,0.333,0,3.872,5.472,0.667,1.0,0.000365,0.05103,1.585,0.5,0.5
2,5.0,1.0,0.5,0.0,0.5,0,2.691,3.392,0.5,1.0,0.000708,0.051026,1.0,0.5,0.5
3,6.0,1.0,0.333,0.333,0.333,0,3.483,5.066,0.333,1.0,0.000645,0.051027,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,1.968,1.99,0.5,1.0,0.00049,0.051029,1.0,0.5,0.5
3,8.333,1.0,0.667,0.0,0.333,0,3.023,4.778,0.333,1.0,0.001153,0.051018,1.585,0.5,0.5
3,8.0,1.0,1.0,0.0,0.0,0,2.516,3.968,0.333,1.0,0.000647,0.051027,1.585,0.0,1.0
2,8.5,1.0,1.0,0.0,0.0,0,3.184,4.778,0.5,1.0,0.000976,0.051022,1.0,1.0,0.0
3,6.333,1.0,0.667,0.0,0.333,0,2.836,4.219,0.333,1.0,0.000867,0.051024,1.585,1.0,0.0
2,7.0,1.0,1.0,0.0,0.0,0,2.145,2.699,0.5,1.0,0.001175,0.051018,1.0,0.5,0.5
3,5.667,1.0,1.0,0.0,0.0,0,2.887,4.373,0.333,1.0,0.000599,0.051028,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,2.982,4.373,0.5,1.0,-8.9e-05,0.051031,1.0,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,3.533,3.68,0.333,1.0,0.002219,0.050983,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,2.881,3.526,0.667,1.0,0.001379,0.051012,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.558,3.526,0.5,1.0,0.000743,0.051026,1.0,0.0,1.0
3,6.333,1.0,0.333,0.333,0.0,0,3.256,4.778,0.333,1.0,0.000784,0.051025,1.585,0.5,0.5
2,10.5,1.0,0.5,0.5,0.0,0,4.17,5.066,0.5,1.0,0.001163,0.051018,1.0,0.5,0.5
1,5.0,1.0,0.0,1.0,0.0,0,1.916,1.916,0.0,1.0,0.000593,0.051028,0.0,0.5,0.5
2,5.5,1.0,1.0,0.0,0.0,0,2.495,3.074,0.5,1.0,0.000686,0.051026,1.0,0.5,0.5
3,7.0,1.0,1.0,0.0,0.0,0,3.352,5.066,0.333,1.0,0.001016,0.051021,1.585,0.0,1.0
3,6.667,1.0,0.667,0.333,0.0,0,3.31,5.066,0.333,1.0,0.001175,0.051017,1.585,0.5,0.5
3,5.333,1.0,1.0,0.0,0.0,0,2.113,3.274,0.333,1.0,0.000459,0.051029,1.585,0.5,0.5
3,7.667,1.0,0.333,0.333,0.333,0,2.152,3.392,0.333,1.0,0.000669,0.051027,1.585,0.0,1.0
2,8.5,1.0,1.0,0.0,0.0,0,3.184,4.778,0.5,1.0,0.000976,0.051022,1.0,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,2.432,3.274,0.5,1.0,0.000656,0.051027,1.0,0.5,0.5
3,5.333,1.0,0.667,0.0,0.333,0,3.698,4.373,0.667,1.0,0.000306,0.05103,1.585,0.5,0.5
3,5.0,1.0,0.667,0.0,0.333,0,3.653,4.373,0.667,1.0,0.000762,0.051025,1.585,0.5,0.5
2,5.0,1.0,0.5,0.0,0.5,0,3.437,4.373,0.5,1.0,0.000615,0.051027,1.0,0.5,0.5
3,5.333,1.0,0.667,0.0,0.333,0,3.884,4.778,0.667,1.0,0.000701,0.051026,1.585,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,1,4.688,5.472,0.333,1.0,0.000311,0.05103,1.585,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,0,3.676,5.066,0.667,1.0,0.000207,0.051031,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.349,4.373,0.667,1.0,0.000856,0.051024,1.585,0.5,0.5
3,8.333,1.0,1.0,0.0,0.0,0,3.485,5.472,0.333,1.0,0.0014,0.051012,1.585,0.5,0.5
2,8.0,1.0,1.0,0.0,0.0,0,2.31,3.029,0.5,1.0,0.000611,0.051027,1.0,1.0,0.0
3,5.333,1.0,1.0,0.0,0.0,0,3.557,4.778,0.333,1.0,0.001068,0.05102,1.585,0.5,0.5
3,5.667,0.667,1.0,0.0,0.0,1,4.019,4.778,0.667,1.0,0.000373,0.05103,0.918,0.5,0.5
2,5.5,1.0,0.5,0.0,0.5,1,3.64,4.778,0.5,1.0,0.000921,0.051023,1.0,0.5,0.5
3,6.0,1.0,0.667,0.0,0.333,0,3.714,4.778,0.667,1.0,0.000596,0.051028,1.585,0.5,0.5
3,4.333,1.0,1.0,0.0,0.0,1,4.107,4.778,0.333,1.0,0.001127,0.051019,1.585,0.5,0.5
1,6.0,1.0,1.0,0.0,0.0,0,4.778,4.778,0.0,1.0,0.001354,0.051013,0.0,0.5,0.5
3,6.667,1.0,0.667,0.0,0.333,0,4.508,5.066,0.667,1.0,0.001097,0.051019,1.585,0.5,0.5
2,8.0,1.0,1.0,0.0,0.0,1,5.125,5.472,0.5,1.0,0.000226,0.051031,1.0,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,4.402,5.472,0.667,1.0,0.000729,0.051026,1.585,0.5,0.5
3,8.667,1.0,0.667,0.333,0.0,1,5.105,5.472,0.333,1.0,0.000177,0.051031,1.585,0.5,0.5
2,5.0,1.0,0.5,0.0,0.0,0,4.229,4.778,0.5,1.0,0.001679,0.051003,1.0,0.5,0.5
3,6.667,1.0,0.333,0.0,0.667,0,4.211,5.066,0.667,1.0,0.000986,0.051022,1.585,0.5,0.5
2,7.5,1.0,0.5,0.0,0.5,0,5.066,5.066,0.0,1.0,0.000667,0.051027,1.0,0.5,0.5
2,7.5,1.0,0.5,0.0,0.5,0,5.066,5.066,0.0,1.0,0.000672,0.051027,1.0,0.5,0.5
3,6.333,0.667,0.667,0.0,0.333,0,5.066,5.066,0.0,1.0,0.000434,0.051029,0.918,0.5,0.5
3,8.667,0.667,0.333,0.0,0.667,0,5.066,5.066,0.0,1.0,0.000309,0.05103,0.918,0.5,0.5
3,5.333,1.0,0.333,0.0,0.333,0,4.346,5.472,0.667,1.0,0.000966,0.051022,1.585,0.5,0.5
2,7.0,1.0,0.5,0.0,0.5,0,3.784,5.066,0.5,1.0,0.000643,0.051027,1.0,0.0,1.0
3,7.667,1.0,0.667,0.0,0.333,0,4.115,5.066,0.667,1.0,0.000655,0.051027,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,3.784,5.066,0.5,1.0,0.000684,0.051026,1.0,0.0,1.0
3,6.333,0.667,0.667,0.0,0.333,0,3.356,5.066,0.333,1.0,0.0003,0.05103,0.918,0.0,1.0
2,4.0,1.0,1.0,0.0,0.0,1,3.531,5.472,0.5,1.0,0.000996,0.051021,1.0,0.5,0.5
3,4.333,1.0,0.667,0.333,0.0,1,3.581,5.472,0.667,1.0,0.000866,0.051024,1.585,0.5,0.5
3,5.667,1.0,0.667,0.0,0.333,0,3.275,4.555,0.667,1.0,0.001159,0.051018,1.585,0.5,0.5
2,5.5,1.0,0.5,0.5,0.0,0,2.635,3.68,0.5,1.0,0.000764,0.051025,1.0,0.5,0.5
3,7.333,1.0,0.333,0.333,0.333,0,3.394,4.373,0.667,1.0,0.001196,0.051017,1.585,0.5,0.5
3,4.333,1.0,0.667,0.333,0.0,0,2.552,3.6,0.333,1.0,-0.000202,0.051031,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,3.49,4.778,0.667,1.0,0.001641,0.051005,1.585,0.5,0.5
2,4.5,1.0,0.5,0.5,0.0,0,2.758,3.6,0.5,1.0,-8.7e-05,0.051031,1.0,1.0,0.0
1,5.0,1.0,0.0,1.0,0.0,0,1.916,1.916,0.0,1.0,0.000593,0.051028,0.0,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,4.139,5.472,0.667,1.0,0.000546,0.051028,1.585,0.0,1.0
3,6.333,1.0,1.0,0.0,0.0,0,3.111,4.555,0.333,1.0,0.000508,0.051029,1.585,0.5,0.5
3,5.333,1.0,1.0,0.0,0.0,0,4.151,5.066,0.667,1.0,0.000993,0.051021,1.585,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,4.151,5.066,0.667,1.0,0.000483,0.051029,1.585,0.5,0.5
3,7.333,1.0,0.667,0.0,0.333,0,4.569,5.066,0.333,1.0,0.000822,0.051024,1.585,0.5,0.5
3,5.0,1.0,1.0,0.0,0.0,0,3.416,5.472,0.333,1.0,0.000396,0.051029,1.585,0.5,0.5
3,9.333,1.0,1.0,0.0,0.0,0,3.544,4.555,0.667,1.0,0.000629,0.051027,1.585,0.5,0.5
2,10.5,1.0,1.0,0.0,0.0,0,4.32,4.555,0.5,1.0,0.00042,0.051029,1.0,0.5,0.5
3,9.333,1.0,1.0,0.0,0.0,0,4.704,5.472,0.333,1.0,0.000655,0.051027,1.585,0.5,0.5
3,9.333,1.0,0.333,0.333,0.0,0,3.764,4.373,0.667,1.0,0.000601,0.051027,1.585,0.5,0.5
3,8.333,1.0,0.667,0.333,0.0,0,4.522,5.472,0.667,1.0,0.001241,0.051016,1.585,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,0,3.64,4.555,0.667,1.0,0.000565,0.051028,1.585,0.5,0.5
3,6.667,1.0,0.667,0.0,0.333,0,3.64,5.066,0.667,1.0,0.001238,0.051016,1.585,0.5,0.5
2,9.5,1.0,0.5,0.5,0.0,0,4.811,5.066,0.5,1.0,0.000287,0.05103,1.0,0.5,0.5
3,9.333,1.0,0.667,0.333,0.0,0,4.726,5.066,0.333,1.0,0.000536,0.051028,1.585,0.5,0.5
3,7.333,1.0,0.667,0.333,0.0,0,3.29,5.066,0.667,1.0,0.000851,0.051024,1.585,0.5,0.5
3,5.333,1.0,1.0,0.0,0.0,0,3.487,5.472,0.333,1.0,0.00036,0.05103,1.585,0.0,1.0
3,5.333,1.0,0.667,0.333,0.0,0,2.919,3.767,0.667,1.0,0.00039,0.05103,1.585,1.0,0.0
3,5.0,1.0,1.0,0.0,0.0,0,2.919,3.767,0.667,1.0,0.000546,0.051028,1.585,1.0,0.0
2,4.5,1.0,0.5,0.5,0.0,0,2.842,3.767,0.5,1.0,0.000543,0.051028,1.0,1.0,0.0
2,5.5,1.0,1.0,0.0,0.0,0,2.495,3.074,0.5,1.0,0.000686,0.051026,1.0,0.5,0.5
3,6.0,1.0,0.333,0.333,0.333,0,3.824,4.778,0.667,1.0,0.000256,0.05103,1.585,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,0,4.704,4.778,0.667,1.0,0.000562,0.051028,1.585,0.5,0.5
3,9.0,0.667,0.667,0.0,0.333,0,4.63,4.778,0.333,1.0,0.000609,0.051027,0.918,0.5,0.5
2,8.5,1.0,0.5,0.0,0.5,0,4.667,4.778,0.5,1.0,0.00112,0.051019,1.0,0.5,0.5
3,6.333,0.667,1.0,0.0,0.0,0,4.778,4.778,0.0,1.0,0.00036,0.05103,0.918,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,4.267,5.066,0.333,1.0,0.000116,0.051031,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.432,4.778,0.667,1.0,0.000616,0.051027,1.585,0.5,0.5
2,8.0,1.0,0.5,0.5,0.0,0,3.347,4.778,0.5,1.0,0.001299,0.051015,1.0,1.0,0.0
2,8.5,1.0,0.5,0.5,0.0,0,3.491,5.066,0.5,1.0,0.000849,0.051024,1.0,1.0,0.0
3,8.667,1.0,0.333,0.667,0.0,0,3.824,4.778,0.667,1.0,0.00081,0.051025,1.585,1.0,0.0
3,6.333,1.0,0.667,0.333,0.0,0,2.986,3.767,0.667,1.0,0.001446,0.051011,1.585,0.0,1.0
2,5.5,1.0,1.0,0.0,0.0,0,1.753,1.916,0.5,1.0,0.000272,0.05103,1.0,0.5,0.5
2,7.0,1.0,0.5,0.5,0.0,0,3.068,4.219,0.5,1.0,0.000761,0.051025,1.0,0.5,0.5
3,5.333,1.0,0.667,0.0,0.333,1,2.151,2.946,0.333,1.0,0.000516,0.051028,1.585,0.5,0.5
1,5.0,1.0,0.0,1.0,0.0,0,1.916,1.916,0.0,1.0,0.000593,0.051028,0.0,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,2.154,3.074,0.333,1.0,0.000425,0.051029,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,2.919,3.767,0.667,1.0,0.000967,0.051022,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,2.919,3.767,0.667,1.0,0.00039,0.05103,1.585,1.0,0.0
2,4.5,1.0,0.5,0.5,0.0,0,2.842,3.767,0.5,1.0,0.000543,0.051028,1.0,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,0,3.109,4.778,0.333,1.0,0.000581,0.051028,1.585,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,0,3.109,4.778,0.333,1.0,0.001609,0.051006,1.585,0.5,0.5
3,8.0,1.0,0.333,0.333,0.333,0,3.718,4.219,0.667,1.0,0.001346,0.051013,1.585,0.5,0.5
3,9.0,1.0,0.333,0.333,0.0,0,4.495,5.066,0.667,1.0,0.000848,0.051024,1.585,0.5,0.5
3,7.333,1.0,0.667,0.0,0.333,0,2.922,4.219,0.667,1.0,0.000526,0.051028,1.585,0.5,0.5
3,4.333,1.0,1.0,0.0,0.0,0,4.441,4.778,0.667,1.0,0.001657,0.051004,1.585,0.5,0.5
3,5.667,1.0,0.333,0.667,0.0,0,3.75,5.472,0.667,1.0,0.001279,0.051015,1.585,0.5,0.5
1,5.0,1.0,0.0,1.0,0.0,0,1.916,1.916,0.0,1.0,0.000593,0.051028,0.0,0.5,0.5
3,4.333,1.0,1.0,0.0,0.0,0,2.214,2.668,0.667,1.0,0.001385,0.051012,1.585,0.5,0.5
2,4.5,1.0,0.5,0.5,0.0,0,2.687,3.457,0.5,1.0,0.000862,0.051024,1.0,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,3.615,5.472,0.333,1.0,0.000447,0.051029,1.585,0.5,0.5
3,6.0,1.0,0.333,0.667,0.0,0,2.954,5.472,0.333,1.0,0.000307,0.05103,1.585,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,0,3.638,4.778,0.667,1.0,0.001345,0.051013,1.585,0.5,0.5
2,4.5,1.0,1.0,0.0,0.0,0,1.695,1.916,0.5,1.0,0.000619,0.051027,1.0,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,0,2.723,4.778,0.333,1.0,0.00097,0.051022,1.585,0.0,1.0
3,5.333,1.0,0.333,0.0,0.667,0,3.714,4.778,0.667,1.0,0.000779,0.051025,1.585,0.5,0.5
3,5.0,1.0,0.667,0.0,0.0,0,3.625,5.066,0.667,1.0,0.000513,0.051028,1.585,0.5,0.5
3,5.0,1.0,1.0,0.0,0.0,1,3.625,5.066,0.667,1.0,0.000523,0.051028,1.585,0.5,0.5
3,5.0,1.0,0.333,0.667,0.0,1,3.92,5.066,0.667,1.0,0.000122,0.051031,1.585,0.5,0.5
3,5.333,1.0,0.667,0.0,0.333,0,4.161,5.066,0.333,1.0,0.000407,0.051029,1.585,0.5,0.5
3,4.0,1.0,0.333,0.333,0.333,0,4.688,5.066,0.667,1.0,0.000922,0.051023,1.585,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,0,3.254,4.085,0.667,1.0,-0.0001,0.051031,1.585,0.0,1.0
2,7.5,1.0,1.0,0.0,0.0,0,2.982,4.373,0.5,1.0,0.00035,0.05103,1.0,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,3.464,5.472,0.333,1.0,4e-05,0.051031,1.585,0.5,0.5
3,6.333,1.0,0.667,0.0,0.333,0,2.479,4.373,0.333,1.0,0.00057,0.051028,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,2.732,3.332,0.667,1.0,0.000336,0.05103,1.585,1.0,0.0
3,5.333,1.0,0.333,0.333,0.0,0,4.569,5.472,0.667,1.0,0.000144,0.051031,1.585,0.5,0.5
2,6.0,1.0,0.5,0.5,0.0,0,5.125,5.472,0.5,1.0,0.000407,0.051029,1.0,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,3.254,4.778,0.667,1.0,0.000755,0.051025,1.585,1.0,0.0
3,7.667,1.0,0.333,0.333,0.333,0,2.152,3.392,0.333,1.0,0.000669,0.051027,1.585,1.0,0.0
2,9.5,1.0,1.0,0.0,0.0,0,2.491,3.392,0.5,1.0,0.000759,0.051025,1.0,1.0,0.0
3,4.333,1.0,1.0,0.0,0.0,0,3.947,5.472,0.667,1.0,0.001323,0.051014,1.585,0.5,0.5
3,4.333,0.667,0.667,0.0,0.333,0,2.966,5.066,0.333,1.0,-0.0005,0.051029,0.918,0.0,1.0
3,3.667,0.667,0.667,0.0,0.333,0,4.016,5.066,0.667,1.0,-7.1e-05,0.051031,0.918,0.0,1.0
2,4.0,1.0,1.0,0.0,0.0,0,3.491,5.066,0.5,1.0,0.000291,0.05103,1.0,0.0,1.0
2,4.0,1.0,0.5,0.0,0.5,0,3.491,5.066,0.5,1.0,0.000289,0.05103,1.0,0.0,1.0
3,5.0,1.0,0.667,0.0,0.333,0,3.92,5.472,0.667,1.0,0.000359,0.05103,1.585,0.5,0.5
3,7.667,1.0,0.667,0.0,0.333,0,3.07,4.219,0.667,1.0,0.000513,0.051028,1.585,0.5,0.5
3,4.667,1.0,1.0,0.0,0.0,0,3.352,5.066,0.333,1.0,0.000654,0.051027,1.585,0.5,0.5
2,5.0,1.0,1.0,0.0,0.0,0,3.145,4.373,0.5,1.0,0.00123,0.051016,1.0,0.5,0.5
3,6.333,1.0,0.667,0.0,0.333,0,3.256,4.778,0.333,1.0,0.000585,0.051028,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,2.231,2.833,0.333,1.0,0.000474,0.051029,1.585,0.5,0.5
3,8.667,1.0,0.667,0.0,0.333,0,3.197,4.219,0.667,1.0,0.000313,0.05103,1.585,0.5,0.5
2,8.5,1.0,0.5,0.0,0.5,0,3.068,4.219,0.5,1.0,0.000553,0.051028,1.0,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.687,3.457,0.5,1.0,0.000427,0.051029,1.0,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,1.931,1.945,0.5,1.0,0.000477,0.051029,1.0,0.5,0.5
3,7.667,1.0,0.333,0.333,0.333,0,3.638,4.778,0.667,1.0,0.000915,0.051023,1.585,0.5,0.5
3,5.0,1.0,0.667,0.333,0.0,0,3.869,5.472,0.667,1.0,0.000444,0.051029,1.585,0.5,0.5
3,5.0,1.0,0.667,0.333,0.0,0,3.869,5.472,0.667,1.0,0.000573,0.051028,1.585,0.5,0.5
3,6.333,1.0,0.333,0.333,0.333,0,3.75,4.778,0.667,1.0,0.000989,0.051021,1.585,0.5,0.5
2,6.0,1.0,0.5,0.5,0.0,0,3.068,4.219,0.5,1.0,0.000955,0.051022,1.0,0.5,0.5
3,4.667,1.0,0.333,0.0,0.333,0,3.129,4.219,0.333,1.0,0.000936,0.051022,1.585,0.5,0.5
3,6.0,1.0,0.333,0.0,0.667,0,3.467,4.219,0.667,1.0,0.0009,0.051023,1.585,0.5,0.5
2,4.5,1.0,0.0,0.0,1.0,0,3.36,4.219,0.5,1.0,0.001335,0.051014,1.0,0.5,0.5
3,5.0,1.0,0.333,0.333,0.333,0,3.833,4.778,0.667,1.0,0.00154,0.051008,1.585,0.5,0.5
3,5.333,1.0,0.333,0.0,0.667,0,3.646,4.219,0.667,1.0,0.001358,0.051013,1.585,0.5,0.5
2,4.5,1.0,1.0,0.0,0.0,0,4.07,5.472,0.5,1.0,0.001991,0.050992,1.0,0.5,0.5
3,3.667,1.0,1.0,0.0,0.0,0,2.33,3.6,0.333,1.0,0.000701,0.051026,1.585,0.0,1.0
3,5.667,1.0,0.667,0.0,0.333,0,2.648,4.555,0.333,1.0,0.000965,0.051022,1.585,0.5,0.5
2,4.5,1.0,1.0,0.0,0.0,0,1.695,1.916,0.5,1.0,0.000619,0.051027,1.0,0.5,0.5
3,3.667,1.0,0.333,0.333,0.0,1,4.171,5.472,0.667,1.0,0.00178,0.051,1.585,0.5,0.5
3,7.0,1.0,1.0,0.0,0.0,0,3.352,4.555,0.333,1.0,0.000427,0.051029,1.585,0.5,0.5
3,8.0,1.0,0.667,0.0,0.333,0,3.407,5.472,0.333,1.0,6e-05,0.051031,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,4.055,4.778,0.667,1.0,0.000134,0.051031,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,4.055,4.778,0.667,1.0,4.8e-05,0.051031,1.585,0.5,0.5
3,3.667,1.0,1.0,0.0,0.0,0,3.406,4.778,0.667,1.0,0.001154,0.051018,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,4.181,5.066,0.667,1.0,0.000585,0.051028,1.585,0.5,0.5
2,5.0,1.0,1.0,0.0,0.0,0,3.739,4.778,0.5,1.0,0.001108,0.051019,1.0,0.5,0.5
3,6.0,0.667,0.667,0.333,0.0,0,3.392,4.778,0.333,1.0,0.000954,0.051022,0.918,0.5,0.5
2,5.0,1.0,0.5,0.5,0.0,0,3.739,4.778,0.5,1.0,0.001062,0.05102,1.0,0.5,0.5
2,9.0,1.0,1.0,0.0,0.0,0,3.739,4.778,0.5,1.0,0.000612,0.051027,1.0,0.5,0.5
3,4.667,1.0,0.667,0.333,0.0,0,3.623,4.778,0.333,1.0,0.001028,0.051021,1.585,0.5,0.5
3,9.0,1.0,1.0,0.0,0.0,0,4.011,4.778,0.667,1.0,0.000464,0.051029,1.585,0.5,0.5
2,5.0,1.0,1.0,0.0,0.0,0,3.739,4.778,0.5,1.0,0.001108,0.051019,1.0,0.5,0.5
3,9.0,1.0,1.0,0.0,0.0,0,4.011,4.778,0.667,1.0,0.000493,0.051029,1.585,0.5,0.5
3,7.0,1.0,1.0,0.0,0.0,0,4.085,4.778,0.667,1.0,0.001135,0.051018,1.585,0.5,0.5
3,7.667,1.0,0.667,0.333,0.0,0,4.412,5.472,0.333,1.0,0.000359,0.05103,1.585,0.5,0.5
2,7.5,1.0,0.5,0.5,0.0,0,4.432,5.472,0.5,1.0,-8.4e-05,0.051031,1.0,0.5,0.5
3,7.667,1.0,0.667,0.0,0.333,0,3.753,5.066,0.333,1.0,0.001367,0.051013,1.585,0.5,0.5
2,8.0,1.0,1.0,0.0,0.0,0,3.883,4.373,0.5,1.0,0.00073,0.051026,1.0,0.5,0.5
3,8.0,1.0,0.333,0.667,0.0,0,3.787,5.472,0.333,1.0,-0.00041,0.051029,1.585,0.5,0.5
